id,status,credit_history,purpose,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker
731.0,4.0,2.0,0.0,5.0,3.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0
930.0,2.0,4.0,0.0,1.0,5.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0
592.0,1.0,4.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0
713.0,4.0,4.0,6.0,5.0,5.0,4.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0
259.0,4.0,2.0,9.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0
976.0,2.0,0.0,10.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0
353.0,1.0,4.0,0.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0
313.0,2.0,2.0,0.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0
678.0,2.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0
526.0,1.0,2.0,3.0,1.0,3.0,4.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0
186.0,4.0,2.0,0.0,5.0,5.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0
69.0,4.0,3.0,0.0,1.0,5.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0
173.0,4.0,2.0,3.0,1.0,4.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0
946.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0
783.0,2.0,1.0,6.0,4.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0
298.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0
75.0,2.0,2.0,2.0,5.0,4.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0
860.0,4.0,2.0,9.0,5.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0
554.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0
674.0,2.0,2.0,3.0,1.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0
568.0,4.0,4.0,2.0,1.0,5.0,4.0,3.0,1.0,4.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0
283.0,2.0,3.0,0.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0
254.0,4.0,4.0,1.0,4.0,5.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0
546.0,2.0,2.0,3.0,5.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0
544.0,4.0,4.0,3.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0
40.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,1.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0
527.0,2.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0
956.0,2.0,2.0,9.0,2.0,5.0,4.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0
391.0,3.0,4.0,0.0,3.0,1.0,2.0,3.0,1.0,4.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0
730.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,3.0,1.0,4.0,2.0,2.0,2.0
715.0,4.0,0.0,5.0,1.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0
390.0,4.0,2.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0
374.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0
721.0,3.0,2.0,6.0,1.0,5.0,4.0,3.0,1.0,4.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0
747.0,4.0,4.0,5.0,1.0,5.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0
372.0,2.0,4.0,1.0,4.0,5.0,2.0,2.0,1.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0
148.0,4.0,2.0,9.0,1.0,4.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0
381.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0
310.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,1.0,4.0,1.0,3.0,2.0,4.0,3.0,2.0,1.0,2.0
784.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0
921.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0
224.0,1.0,2.0,2.0,4.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0
686.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0
210.0,3.0,2.0,0.0,5.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0
319.0,4.0,0.0,0.0,2.0,3.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0
56.0,4.0,4.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
774.0,1.0,3.0,9.0,1.0,4.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0
524.0,2.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0
834.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0
448.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,4.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0
421.0,2.0,4.0,0.0,4.0,3.0,4.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0
920.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,4.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0
727.0,4.0,2.0,0.0,1.0,5.0,4.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0
616.0,1.0,4.0,1.0,1.0,5.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0
217.0,3.0,2.0,0.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0
109.0,4.0,4.0,6.0,5.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0
652.0,2.0,2.0,8.0,5.0,5.0,4.0,3.0,1.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0
196.0,4.0,4.0,0.0,1.0,4.0,1.0,3.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0
159.0,2.0,4.0,2.0,1.0,5.0,1.0,3.0,1.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0
338.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0
403.0,4.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0
127.0,4.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0
482.0,4.0,3.0,9.0,1.0,3.0,1.0,3.0,1.0,2.0,4.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0
468.0,2.0,2.0,3.0,1.0,4.0,4.0,3.0,1.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0
419.0,1.0,4.0,2.0,1.0,5.0,4.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0
559.0,2.0,2.0,9.0,3.0,5.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0
157.0,4.0,4.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0
62.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0
459.0,4.0,2.0,1.0,5.0,2.0,2.0,4.0,1.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0
21.0,2.0,4.0,0.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
566.0,2.0,3.0,9.0,2.0,4.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0
884.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,1.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0
483.0,4.0,4.0,2.0,5.0,5.0,2.0,3.0,1.0,4.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0
379.0,4.0,4.0,3.0,5.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0
844.0,2.0,4.0,10.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0
332.0,4.0,4.0,3.0,1.0,4.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0
412.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0
785.0,4.0,2.0,3.0,3.0,5.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0
585.0,1.0,2.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,4.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0
357.0,4.0,4.0,0.0,1.0,5.0,3.0,3.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
321.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0
994.0,1.0,0.0,3.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0
81.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0
682.0,2.0,3.0,1.0,5.0,4.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0
581.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0
861.0,1.0,2.0,9.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0
875.0,2.0,4.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0
944.0,1.0,2.0,3.0,1.0,5.0,4.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0
717.0,4.0,2.0,9.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0
330.0,4.0,4.0,6.0,5.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0
396.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0
376.0,1.0,0.0,5.0,1.0,4.0,4.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0
504.0,4.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0
199.0,4.0,1.0,9.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0
525.0,4.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0
373.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0
759.0,2.0,4.0,0.0,1.0,2.0,4.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0
290.0,4.0,4.0,6.0,5.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0
189.0,3.0,2.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0
236.0,4.0,2.0,2.0,1.0,5.0,4.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0
150.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0
763.0,2.0,2.0,6.0,1.0,3.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0
903.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0
322.0,4.0,2.0,9.0,4.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0
846.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0
435.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0
736.0,2.0,2.0,3.0,1.0,5.0,4.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0
514.0,4.0,2.0,0.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0
738.0,2.0,2.0,5.0,1.0,5.0,4.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0
547.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0
328.0,4.0,2.0,0.0,5.0,4.0,4.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0
709.0,4.0,4.0,6.0,1.0,3.0,1.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0
755.0,1.0,0.0,0.0,1.0,5.0,4.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0
477.0,4.0,2.0,3.0,5.0,2.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0
89.0,2.0,3.0,0.0,5.0,3.0,4.0,2.0,1.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0
987.0,1.0,2.0,3.0,2.0,4.0,4.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0
888.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0
177.0,2.0,4.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0
169.0,4.0,4.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0
450.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0
879.0,1.0,1.0,10.0,5.0,5.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0
533.0,1.0,4.0,3.0,1.0,4.0,4.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0
233.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0
234.0,2.0,2.0,0.0,1.0,4.0,2.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0
499.0,1.0,2.0,3.0,3.0,5.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0
143.0,4.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0
760.0,2.0,2.0,3.0,1.0,4.0,4.0,3.0,1.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0
807.0,1.0,3.0,9.0,1.0,5.0,3.0,3.0,1.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0
825.0,2.0,3.0,0.0,1.0,1.0,4.0,3.0,1.0,4.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0
185.0,4.0,2.0,9.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0
285.0,4.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0
810.0,2.0,2.0,9.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0
293.0,2.0,3.0,9.0,2.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0
356.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0
33.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0
209.0,4.0,2.0,3.0,2.0,5.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0
465.0,3.0,2.0,2.0,5.0,5.0,3.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0
163.0,4.0,4.0,2.0,1.0,3.0,4.0,3.0,1.0,2.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0
476.0,4.0,2.0,2.0,1.0,5.0,4.0,3.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0
197.0,4.0,4.0,2.0,1.0,3.0,4.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0
508.0,4.0,4.0,2.0,1.0,5.0,4.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0
93.0,1.0,2.0,3.0,1.0,4.0,3.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0
752.0,2.0,4.0,6.0,4.0,5.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0
350.0,4.0,4.0,2.0,5.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0
808.0,1.0,2.0,2.0,1.0,5.0,4.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0
458.0,2.0,3.0,2.0,5.0,2.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0
671.0,2.0,2.0,3.0,1.0,5.0,4.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0
272.0,4.0,2.0,5.0,3.0,4.0,2.0,4.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0
409.0,4.0,2.0,3.0,5.0,4.0,2.0,4.0,1.0,4.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0
461.0,2.0,4.0,2.0,1.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0
86.0,4.0,4.0,1.0,1.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0
2.0,2.0,2.0,9.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0
584.0,1.0,2.0,2.0,1.0,5.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0
812.0,4.0,2.0,5.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0
563.0,3.0,2.0,3.0,2.0,5.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0
512.0,2.0,4.0,0.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0
318.0,4.0,4.0,3.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0
904.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0
739.0,2.0,0.0,1.0,2.0,5.0,3.0,4.0,1.0,4.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0
91.0,2.0,2.0,3.0,5.0,5.0,2.0,2.0,1.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0
50.0,4.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0
907.0,1.0,2.0,2.0,1.0,4.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0
433.0,2.0,4.0,9.0,5.0,3.0,4.0,4.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0
705.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0
609.0,2.0,2.0,2.0,2.0,5.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0
346.0,4.0,2.0,6.0,3.0,5.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0
695.0,4.0,3.0,3.0,1.0,4.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0
999.0,1.0,2.0,2.0,5.0,5.0,4.0,3.0,1.0,4.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0
268.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0
118.0,4.0,4.0,6.0,3.0,5.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0
690.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0
113.0,4.0,2.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0
605.0,1.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0
687.0,2.0,1.0,4.0,5.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0
144.0,4.0,2.0,3.0,5.0,3.0,4.0,2.0,1.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0
305.0,4.0,2.0,0.0,2.0,5.0,4.0,4.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0
58.0,4.0,2.0,3.0,5.0,5.0,4.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0
880.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0
243.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0
892.0,2.0,2.0,3.0,5.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0
641.0,3.0,0.0,9.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0
691.0,1.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0
228.0,4.0,2.0,9.0,4.0,5.0,4.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0
768.0,2.0,1.0,0.0,2.0,4.0,2.0,3.0,1.0,3.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0
942.0,4.0,2.0,6.0,1.0,5.0,4.0,3.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0
621.0,4.0,4.0,10.0,1.0,1.0,4.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0
266.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0
601.0,4.0,4.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0
8.0,4.0,4.0,3.0,1.0,1.0,4.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0
536.0,4.0,4.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0
983.0,1.0,2.0,3.0,1.0,3.0,4.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0
440.0,4.0,4.0,2.0,1.0,2.0,4.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0
116.0,2.0,4.0,2.0,1.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0
